Health/Disease,Macroeconomics/Finance,Natural Sciences/Climate,Other,Politics/Intl Relations,Technology,date,entropy_b,entropy_c,entropy_d,entropy_human,entropy_sage,entropy_te,ifp_id,n_forecasts,n_forecasts_b,n_forecasts_c,n_forecasts_d,n_forecasts_sage,n_forecasts_te,ordinal,p_updates,stage,variance_b,variance_c,variance_d,variance_human,variance_sage,variance_te
0,1,0,0,0,0,2018-08-17,0,5.390999334,0,6.172734953,5.666859177,5.268507648,2459,575,0,255,0,337,238,1,0,0.45,0,0.226564285,0,0.275057833,0.239038418,0.310621593
0,0,0,1,0,0,2018-08-17,0,2.268549234,0,4.480296195,2.268549234,4.370164016,2499,92,0,12,0,12,80,0,0,0.086956522,0,0.610648123,0,0.414687657,0.610648123,0.256752463
0,0,0,0,1,0,2018-08-17,0,2.800948575,0,5.718476325,2.859297946,5.659555528,2481,315,0,18,0,19,296,0,0,0.086956522,0,0.503694205,0,0.379467344,0.498133151,0.367774769
0,0,0,0,1,0,2018-08-17,0,2.698284313,0,4.704453874,2.807054779,4.547059962,2490,116,0,16,0,18,98,0,0,0.086956522,0,0.431551871,0,0.436147471,0.45289948,0.392169289
0,0,0,0,1,0,2018-08-18,0,5.023400889,0,5.895874179,5.347213405,5.090005203,1568,452,0,197,0,270,182,0,0,0.85915493,0,0.561461632,0,0.633478364,0.540726246,0.559606225
0,0,0,0,1,0,2018-08-18,0,5.071522604,0,5.839358387,5.407412021,4.814637704,1163,384,0,183,0,252,132,0,0,0.882352941,0,0.517917529,0,0.534881824,0.499958443,0.495266284
0,0,0,0,1,0,2018-08-18,0,4.006387936,0,5.108747936,4.382369762,4.457071106,1757,242,0,85,0,126,116,0,0,0.84375,0,0.534988647,0,0.556004635,0.515012642,0.570399206
0,0,0,1,0,0,2018-08-18,0,3.517556516,0,4.303782239,3.937146059,3.124988849,1550,127,0,49,0,78,49,1,0,0.85915493,0,0.513276148,0,0.523799513,0.515304082,0.51235507
0,0,0,0,1,0,2018-08-18,0,4.098824708,0,4.354629024,4.105141777,2.998352325,1649,437,0,145,0,203,234,0,0,0.974576271,0,0.063372055,0,0.142764352,0.139977652,0.144185591
0,0,0,0,1,0,2018-08-18,0,5.155227608,0,5.822848841,5.424366572,4.725693472,1073,356,0,182,0,241,115,0,0,0.923529412,0,0.403158991,0,0.435491109,0.431488355,0.298063143
0,0,0,0,1,0,2018-08-18,0,4.082133347,0,4.833838622,4.388528708,4.011768948,1775,184,0,94,0,125,59,0,0,0.84375,0,0.435913092,0,0.651706142,0.452734905,0.482896593
0,0,0,0,1,0,2018-08-18,0,3.406897107,0,3.873339559,3.71085162,1.988940132,848,59,0,37,0,51,8,1,0,0.926553672,0,0.229765832,0,0.241357699,0.240399906,0.219124861
0,0,0,0,1,0,2018-08-18,0,5.084427157,0,5.713384608,5.347714979,4.673304201,987,383,0,206,0,269,114,0,0,0.891304348,0,0.500313747,0,0.649142186,0.510142854,0.478239397
0,0,0,0,1,0,2018-08-18,0,3.65146151,0,4.080674255,3.901070568,2.295505617,974,63,0,41,0,53,10,0,0,0.926553672,0,0.459057156,0,0.461959044,0.463025048,0.211262582
0,0,0,0,1,0,2018-08-18,0,5.099669604,0,5.721854989,5.316071043,4.644112399,1011,337,0,179,0,222,115,0,0,0.891304348,0,0.456305194,0,0.508431446,0.453297994,0.542921294
0,0,0,1,0,0,2018-08-18,0,2.115122131,0,2.658370939,2.440733674,1.409898657,1496,42,0,21,0,30,12,0,0,0.865771812,0,0.249275348,0,0.190031581,0.216583049,0.052657644
0,0,0,0,1,0,2018-08-18,0,3.161367394,0,3.669647743,3.497853415,1.832285713,1487,82,0,42,0,54,28,0,0,0.865771812,0,0.364742368,0,0.339276608,0.326771343,0.336742472
0,0,0,1,0,0,2018-08-18,0,4.211470082,0,5.002968288,4.479176863,4.158744342,1082,168,0,77,0,103,65,0,0,0.88700565,0,0.495895311,0,0.587496156,0.521421477,0.289278815
0,0,0,0,1,0,2018-08-18,0,4.264692444,0,5.086689902,4.563316368,4.292004322,1478,198,0,88,0,123,75,0,0,0.865771812,0,0.523305818,0,0.66579408,0.52822365,0.32501046
0,0,0,0,1,0,2018-08-18,0,3.779672803,0,4.525080747,4.069861484,3.565918637,1154,112,0,55,0,74,38,0,0,0.882352941,0,0.582190642,0,0.625866978,0.571910449,0.502202405
0,0,0,0,1,0,2018-08-18,0,5.043930247,0,5.628523506,5.319254883,4.319973896,1181,296,0,165,0,218,78,1,0,0.882352941,0,0.436038701,0,0.460777759,0.448958973,0.391019309
0,0,0,0,1,0,2018-08-18,0,2.962575848,0,3.956276512,3.305808598,3.220251992,1559,55,0,20,0,28,27,0,0,0.85915493,0,0.35177499,0,0.417897395,0.316713615,0.500675613
0,0,0,0,1,0,2018-08-18,0,3.551151411,0,4.383593609,3.851582759,3.521536343,1064,83,0,36,0,49,34,0,0,0.923529412,0,0.348597934,0,0.393386769,0.372452807,0.17498342
0,0,0,0,1,0,2018-08-18,0,4.103733101,0,4.866731493,4.320621423,4.018458197,1388,138,0,65,0,81,57,0,0,0.871794872,0,0.450079164,0,0.463255482,0.455455671,0.336347738
0,0,0,0,1,0,2018-08-18,0,5.221304728,0,5.791215925,5.505765812,4.460539979,1100,388,0,218,0,292,96,0,0,0.88700565,0,0.516198222,0,0.573700319,0.514521596,0.553025916
0,1,0,0,0,0,2018-08-18,0,1.943135112,0,2.015144663,1.957224328,0.690434802,1115,19,0,12,0,17,2,0,0,0.923529412,0,0.223504964,0,0.419557699,0.437504244,0.0024
0,0,0,0,1,0,2018-08-18,0,5.363794523,0,5.892917,5.621217079,4.48163792,1379,404,0,236,0,311,93,0,0,0.871794872,0,0.473042707,0,0.504410473,0.488708135,0.423433526
0,0,0,1,0,0,2018-08-18,0,3.641087379,0,4.177083277,3.830217618,2.977063083,1091,72,0,43,0,52,20,0,0,0.88700565,0,0.535555001,0,0.538510778,0.527746616,0.309384279
0,0,0,0,1,0,2018-08-18,0,4.930698136,0,5.483014905,5.183928237,4.153625625,1199,259,0,148,0,192,67,0,0,0.882352941,0,0.426214375,0,0.454703329,0.430749889,0.418382314
0,0,0,0,1,0,2018-08-18,0,5.376251246,0,6.150796452,5.673028963,5.193136953,1469,549,0,253,0,336,213,0,0,0.865771812,0,0.545504994,0,0.577036878,0.527245167,0.63102373
0,0,0,0,1,0,2018-08-18,0,5.066524616,0,5.557407104,5.359787011,3.845461079,1271,395,0,214,0,288,107,1,0,0.972789116,0,0.474193503,0,0.552537927,0.51826473,0.603384916
0,0,0,0,1,0,2018-08-18,0,4.860836547,0,5.588447599,5.188376669,4.555515243,1003,343,0,168,0,229,114,0,0,0.891304348,0,0.561037569,0,0.672089838,0.568619883,0.682329339
0,0,0,0,1,0,2018-08-18,0,3.460812753,0,4.2192411,3.74638501,3.25927787,1784,79,0,38,0,51,28,1,0,0.885964912,0,0.359485878,0,0.401370033,0.403339685,0.326224787
0,1,0,0,0,0,2018-08-18,0,3.173209678,0,3.579595057,3.396990941,1.791724452,1847,36,0,24,0,30,6,1,0,0.834710744,0,0.176349978,0,0.161166731,0.165042368,0.016578919
0,0,0,1,0,0,2018-08-18,0,2.58667315,0,3.559399743,2.784088965,3.05672516,1856,76,0,27,0,32,44,0,0,0.834710744,0,0.243805533,0,0.175276629,0.227306859,0.110313335
0,0,0,1,0,0,2018-08-18,0,4.20284934,0,5.180888938,4.558259959,4.414397241,1865,182,0,70,0,99,83,1,0,0.885964912,0,0.42930397,0,0.332291643,0.39453546,0.168584343
0,0,0,0,1,0,2018-08-18,0,4.913609552,0,5.470840613,5.195730859,4.0893376,2036,282,0,159,0,218,64,0,0,0.988636364,0,0.55373454,0,0.613545484,0.582204891,0.487472452
0,0,0,0,1,0,2018-08-18,0,1.074750549,0,1.874874925,1.273027622,1.098045676,1982,7,0,3,0,4,3,0,0,0.87,0,0.340105291,0,0.524658119,0.583080235,0.063361257
0,0,0,1,0,0,2018-08-18,0,4.716486638,0,5.480063418,5.128784496,4.296899505,2027,573,0,246,0,339,234,1,0,0.813084112,0,0.407367023,0,0.426929813,0.467304687,0.330459789
0,0,0,0,1,0,2018-08-18,0,5.034247516,0,5.911375404,5.289079256,5.147359099,1991,379,0,159,0,205,174,0,0,0.87,0,0.370019273,0,0.347917148,0.369569837,0.245773565
0,0,0,0,1,0,2018-08-18,0,5.084937581,0,5.988459876,5.345866462,5.324425042,2090,500,0,211,0,275,225,0,0,0.860215054,0,0.481482775,0,0.606868832,0.473146486,0.508858716
0,0,0,1,0,0,2018-08-18,0,3.171713484,0,3.997895147,3.454581154,3.134672585,2081,55,0,24,0,32,23,0,0,0.860215054,0,0.189650485,0,0.233926718,0.238665275,0.076977184
0,0,0,0,1,0,2018-08-18,0,3.34615652,0,4.313894257,3.690977111,3.551251109,2108,76,0,29,0,41,35,0,0,0.860215054,0,0.314603683,0,0.297672225,0.321606866,0.16103603
0,0,0,1,0,0,2018-08-18,0,4.269538273,0,5.244315298,4.516641048,4.585840202,2162,367,0,130,0,172,195,1,0,0.784946237,0,0.433357403,0,0.429337204,0.460269737,0.398742818
0,0,0,1,0,0,2018-08-18,0,5.209697915,0,6.347803376,5.516204288,5.794725152,2153,620,0,205,0,278,342,0,0,0.784946237,0,0.486144534,0,0.494820648,0.479456038,0.391913109
0,0,0,0,1,0,2018-08-18,0,4.586971008,0,5.270146383,4.80672673,4.287819504,2117,217,0,108,0,137,80,1,0,0.848837209,0,0.293324225,0,0.288249108,0.30585851,0.243039473
0,0,0,0,1,0,2018-08-18,0,4.133105167,0,4.866757861,4.343935866,4.035744063,2171,150,0,70,0,89,61,0,0,0.784946237,0,0.436483733,0,0.55918396,0.447973519,0.480353589
0,0,0,0,1,0,2018-08-18,0,5.105079911,0,6.213063194,5.382085926,5.649206921,2189,518,0,177,0,232,286,0,0,0.835443038,0,0.452278697,0,0.386156586,0.439836165,0.198518596
0,0,0,0,1,0,2018-08-18,0,5.681867691,0,6.612401727,5.961309527,5.8753633,2207,804,0,319,0,422,382,1,0,0.825,0,0.36374022,0,0.348313213,0.366622102,0.326640507
0,0,0,0,1,0,2018-08-18,0,3.436988662,0,4.076104743,3.687930919,2.953861459,2180,66,0,35,0,45,21,0,0,0.76744186,0,0.515523743,0,0.546694616,0.519334674,0.553291352
1,0,0,0,0,0,2018-08-18,0,4.805598224,0,5.888258154,5.087735724,5.310716626,2216,386,0,132,0,176,210,0,0,0.835443038,0,0.442410475,0,0.475954647,0.448417169,0.376746169
1,0,0,0,0,0,2018-08-18,0,3.937870471,0,4.727060728,4.34100307,3.6911054,2225,275,0,111,0,159,116,0,0,0.766233766,0,0.399569648,0,0.432808612,0.357727567,0.516848887
0,0,0,1,0,0,2018-08-18,0,3.341795351,0,4.173928871,3.532021258,3.432657788,2261,66,0,29,0,35,31,0,0,0.819444444,0,0.322543884,0,0.277045585,0.307909702,0.096500295
0,0,0,0,1,0,2018-08-18,0,2.930669618,0,3.822214836,3.323119807,2.991331675,2270,57,0,27,0,37,20,0,0,0.746835443,0,0.594768911,0,0.708094057,0.586691901,0.171151452
0,0,0,0,1,0,2018-08-18,0,2.174497007,0,3.012521953,2.282611149,2.436771305,2279,42,0,16,0,19,23,0,0,0.819444444,0,0.196955661,0,0.368617943,0.193516348,0.456578686
0,1,0,0,0,0,2018-08-18,0,4.750235864,0,5.67714566,5.064472212,4.897228266,2243,309,0,123,0,169,140,1,0,0.951612903,0,0.395675295,0,0.383240466,0.39897555,0.357021192
0,0,0,0,1,0,2018-08-18,0,5.070913596,0,6.034334064,5.445750661,5.250148028,2342,743,0,277,0,379,364,0,0,0.8,0,0.459275948,0,0.516025261,0.444917299,0.578856331
0,0,0,0,1,0,2018-08-18,0,4.940350977,0,6.047435238,5.259382162,5.501025208,2313,519,0,182,0,250,269,0,0,0.8,0,0.48676402,0,0.614314337,0.481066484,0.526771184
0,0,0,1,0,0,2018-08-18,0,5.161887253,0,6.108439027,5.473789807,5.353894304,2333,547,0,207,0,287,260,1,0,0.8,0,0.418002358,0,0.411686284,0.428455304,0.390739213
0,0,0,0,1,0,2018-08-18,0,5.324685708,0,6.457055656,5.606411108,5.960436311,2323,739,0,248,0,330,409,0,0,0.722222222,0,0.448920589,0,0.583107409,0.45182148,0.429731854
0,0,0,0,1,0,2018-08-18,0,4.115862546,0,4.823512,4.298791308,3.932899488,2288,162,0,70,0,86,76,1,0,0.8,0,0.250670407,0,0.307057599,0.273388489,0.318455526
0,0,0,1,0,0,2018-08-18,0,4.745082186,0,5.797152077,5.11600714,5.110042809,2351,353,0,127,0,183,170,0,0,0.655172414,0,0.487790119,0,0.481320245,0.473802067,0.329860482
0,0,0,0,1,0,2018-08-18,0,4.56134328,0,5.469170956,4.830559451,4.760197584,2360,376,0,158,0,201,175,1,0,0.745098039,0,0.281283293,0,0.365929975,0.303067233,0.406572071
0,1,0,0,0,0,2018-08-18,0,4.409348773,0,5.234004811,4.631553802,4.441804502,2405,193,0,84,0,105,88,1,0,0.720930233,0,0.222292795,0,0.249791634,0.22302097,0.27678708
0,0,0,0,1,0,2018-08-18,0,3.524395968,0,4.029880761,3.757281537,2.599287013,2396,100,0,51,0,65,35,0,0,0.704545455,0,0.428164818,0,0.407426369,0.4065814,0.377641862
0,0,0,0,1,0,2018-08-18,0,4.854162955,0,5.423104222,5.130940687,4.339207932,2387,578,0,230,0,301,277,0,0,0.704545455,0,0.344128782,0,0.283290458,0.34454743,0.105650966
0,1,0,0,0,0,2018-08-18,0,5.251528302,0,6.20989992,5.561944665,5.476176902,2414,552,0,209,0,286,266,1,0,0.648648649,0,0.399683748,0,0.367897191,0.386379205,0.330808129
0,1,0,0,0,0,2018-08-18,0,2.956251982,0,3.554881434,3.138566015,2.514659392,2423,37,0,20,0,24,13,1,0,0.705882353,0,0.242113652,0,0.257895351,0.239440772,0.195110863
0,1,0,0,0,0,2018-08-18,0,3.444206403,0,4.252370728,3.745756676,3.341870665,2450,74,0,32,0,44,30,1,0,0.485714286,0,0.109028099,0,0.158604976,0.152278559,0.143767096
0,0,0,0,1,0,2018-08-18,0,2.365900969,0,2.75942845,2.589238478,0.931183367,2432,44,0,22,0,26,18,0,0,0.566666667,0,0.476609898,0,0.450084423,0.463134037,0.385696232
0,0,0,0,1,0,2018-08-18,0,5.237542189,0,6.075545078,5.510843061,5.240495788,2468,537,0,226,0,297,240,0,0,0.666666667,0,0.512587887,0,0.568458097,0.513002553,0.627688891
0,1,0,0,0,0,2018-08-18,0,4.892292363,0,5.567164072,5.191485386,4.437907577,2459,328,0,155,0,209,119,1,0,0.5,0,0.200083732,0,0.261939735,0.206054582,0.336700052
0,0,0,1,0,0,2018-08-18,0,3.008678689,0,4.746861098,3.22826869,4.51108339,2499,121,0,24,0,29,92,0,0,0.130434783,0,0.575997801,0,0.443453635,0.534998676,0.245149973
0,0,0,0,1,0,2018-08-18,0,3.398833494,0,4.469481616,3.579229795,3.947307863,2481,92,0,33,0,39,53,0,0,0.130434783,0,0.519724812,0,0.435415779,0.489469096,0.297910459
0,0,0,0,1,0,2018-08-18,0,3.333250798,0,5.81305803,3.515995591,5.709108452,2490,352,0,30,0,36,316,0,0,0.130434783,0,0.444566265,0,0.43986338,0.439880096,0.425359911
0,0,0,0,1,0,2018-08-19,0,5.028888593,0,5.898483212,5.351024014,5.090005203,1568,453,0,198,0,271,182,0,0,0.866197183,0,0.564081583,0,0.633672658,0.542970504,0.559606225
0,0,0,0,1,0,2018-08-19,0,4.217849607,0,5.090168865,4.507190921,4.285365534,1163,172,0,74,0,98,74,0,0,0.888235294,0,0.482114181,0,0.451437731,0.465970655,0.309518924
0,0,0,0,1,0,2018-08-19,0,4.006387936,0,5.108747936,4.382369762,4.457071106,1757,242,0,85,0,126,116,0,0,0.8515625,0,0.534988647,0,0.556004635,0.515012642,0.570399206
0,0,0,1,0,0,2018-08-19,0,3.517556516,0,4.303782239,3.937146059,3.124988849,1550,127,0,49,0,78,49,1,0,0.866197183,0,0.513276148,0,0.523799513,0.515304082,0.51235507
0,0,0,0,1,0,2018-08-19,0,4.098824708,0,4.354629024,4.105141777,2.998352325,1649,437,0,145,0,203,234,0,0,0.983050847,0,0.063372055,0,0.142764352,0.139977652,0.144185591
0,0,0,0,1,0,2018-08-19,0,4.262689339,0,4.96023647,4.533700184,3.908481555,1073,148,0,74,0,97,51,0,0,0.929411765,0,0.391029209,0,0.386340493,0.38625045,0.327840391
0,0,0,0,1,0,2018-08-19,0,3.421667172,0,4.154658077,3.667223275,3.380510162,1775,91,0,49,0,61,30,0,0,0.8515625,0,0.496631386,0,0.724031798,0.509059584,0.324454358
0,0,0,0,1,0,2018-08-19,0,4.960736451,0,5.462834087,5.194108454,4.02118592,848,309,0,180,0,234,75,1,0,0.93220339,0,0.25388445,0,0.29028985,0.28853528,0.294990648
0,0,0,0,1,0,2018-08-19,0,5.09669413,0,5.723122466,5.357175376,4.68192988,987,386,0,208,0,271,115,0,0,0.89673913,0,0.500029354,0,0.647134873,0.509810109,0.478575089
0,0,0,0,1,0,2018-08-19,0,3.701687813,0,4.129527732,3.940331547,2.391351378,974,66,0,43,0,55,11,0,0,0.93220339,0,0.452271113,0,0.457073611,0.45840194,0.203905238
0,0,0,0,1,0,2018-08-19,0,2.919010118,0,3.667544504,3.271679567,2.556116125,1011,41,0,19,0,28,13,0,0,0.89673913,0,0.337912538,0,0.388698442,0.413890673,0.219099231
0,0,0,1,0,0,2018-08-19,0,2.115122131,0,2.658370939,2.440733674,1.409898657,1496,42,0,21,0,30,12,0,0,0.872483221,0,0.249275348,0,0.190031581,0.216583049,0.052657644
0,0,0,0,1,0,2018-08-19,0,3.276083455,0,3.763150968,3.585017482,1.954186951,1487,90,0,46,0,58,32,0,0,0.872483221,0,0.350687587,0,0.327101329,0.317029364,0.316649617
0,0,0,1,0,0,2018-08-19,0,4.549111157,0,5.294200891,4.809017161,4.393726034,1082,225,0,107,0,143,82,0,0,0.892655367,0,0.492982761,0,0.583750676,0.519567672,0.26550499
0,0,0,0,1,0,2018-08-19,0,4.301271329,0,5.103620462,4.590130707,4.292004322,1478,201,0,91,0,126,75,0,0,0.872483221,0,0.528398155,0,0.663940407,0.533044398,0.32501046
0,0,0,0,1,0,2018-08-19,0,3.779672803,0,4.535687879,4.069861484,3.593784463,1154,113,0,55,0,74,39,0,0,0.888235294,0,0.582190642,0,0.62471939,0.571910449,0.495820577
0,0,0,0,1,0,2018-08-19,0,5.050295627,0,5.635537534,5.324088749,4.333090414,1181,298,0,166,0,219,79,1,0,0.888235294,0,0.435323213,0,0.460452841,0.448405389,0.38982689
0,0,0,0,1,0,2018-08-19,0,3.058379453,0,4.010739741,3.374663823,3.259324537,1559,58,0,22,0,30,28,0,0,0.866197183,0,0.345551137,0,0.411191798,0.314977682,0.491654026
0,0,0,0,1,0,2018-08-19,0,4.376477389,0,5.210718733,4.638123482,4.402983102,1064,193,0,85,0,111,82,0,0,0.929411765,0,0.432420833,0,0.440307162,0.439103964,0.154669896
0,0,0,0,1,0,2018-08-19,0,5.045941265,0,5.831985203,5.295543416,4.974412858,1388,366,0,171,0,218,148,0,0,0.878205128,0,0.46317312,0,0.477021438,0.462095726,0.328462882
0,0,0,0,1,0,2018-08-19,0,4.992990811,0,5.517607754,5.222326384,4.211233407,1100,287,0,168,0,214,73,0,0,0.892655367,0,0.493137595,0,0.556972401,0.500500042,0.509408137
0,1,0,0,0,0,2018-08-19,0,3.66982016,0,3.901640167,3.916779843,1.151843143,1115,181,0,97,0,123,58,0,0,0.929411765,0,0.279847292,0,0.314613785,0.298213334,0.338542275
0,0,0,0,1,0,2018-08-19,0,5.372480326,0,5.898008527,5.628020191,4.48163792,1379,406,0,238,0,313,93,0,0,0.878205128,0,0.472047293,0,0.50377054,0.487619723,0.423433526
0,0,0,1,0,0,2018-08-19,0,3.665671925,0,4.22133192,3.871544207,3.026745305,1091,75,0,44,0,54,21,0,0,0.892655367,0,0.53791986,0,0.53277986,0.525054907,0.301932099
0,0,0,0,1,0,2018-08-19,0,4.841632073,0,5.415909913,5.087650465,4.16339335,1199,241,0,135,0,174,67,0,0,0.888235294,0,0.42447129,0,0.448471026,0.430955649,0.383505175
0,0,0,0,1,0,2018-08-19,0,5.146666312,0,5.808398367,5.423751031,4.676565684,1469,393,0,199,0,258,135,0,0,0.872483221,0,0.528973955,0,0.576612574,0.505897881,0.689102793
0,0,0,0,1,0,2018-08-19,0,5.072628073,0,5.565889408,5.370127069,3.845481298,1271,400,0,216,0,292,108,1,0,0.979591837,0,0.474396556,0,0.552454909,0.518563651,0.602311195
0,0,0,0,1,0,2018-08-19,0,4.237114032,0,4.883944195,4.566964069,3.654509201,1003,170,0,85,0,117,53,0,0,0.89673913,0,0.539381149,0,0.668069499,0.550183927,0.825237494
0,0,0,0,1,0,2018-08-19,0,2.753204742,0,3.456982672,3.043592954,2.413176278,1784,38,0,20,0,26,12,1,0,0.894736842,0,0.341646184,0,0.405633167,0.375552429,0.33400857
0,1,0,0,0,0,2018-08-19,0,3.173209678,0,3.579595057,3.396990941,1.791724452,1847,36,0,24,0,30,6,1,0,0.842975207,0,0.176349978,0,0.161166731,0.165042368,0.016578919
0,0,0,1,0,0,2018-08-19,0,2.58667315,0,3.559399743,2.784088965,3.05672516,1856,76,0,27,0,32,44,0,0,0.842975207,0,0.243805533,0,0.175276629,0.227306859,0.110313335
0,0,0,1,0,0,2018-08-19,0,4.21750789,0,5.191958534,4.568552347,4.426409879,1865,184,0,71,0,100,84,1,0,0.894736842,0,0.426840097,0,0.33127087,0.39309009,0.167863784
0,0,0,0,1,0,2018-08-19,0,1.775146561,0,2.597649746,1.881569813,1.945151236,1982,14,0,6,0,7,7,0,0,0.88,0,0.272201994,0,0.417328278,0.443804132,0.073338077
0,0,0,1,0,0,2018-08-19,0,4.724190576,0,5.484542257,5.133242047,4.301462218,2027,576,0,248,0,341,235,1,0,0.822429907,0,0.406013689,0,0.426049508,0.466356118,0.32982809
0,0,0,0,1,0,2018-08-19,0,5.034247516,0,5.922087384,5.298948819,5.158913924,1991,383,0,159,0,207,176,0,0,0.88,0,0.370019273,0,0.34695353,0.369537807,0.244558938
0,0,0,0,1,0,2018-08-19,0,4.596806671,0,5.179362759,4.792186301,4.171687525,2090,223,0,124,0,152,71,0,0,0.870967742,0,0.485058477,0,0.629684928,0.495415852,0.528702277
0,0,0,1,0,0,2018-08-19,0,3.210987467,0,4.05037002,3.484433601,3.218001363,2081,58,0,25,0,33,25,0,0,0.870967742,0,0.208259408,0,0.241139787,0.247006741,0.079484063
0,0,0,0,1,0,2018-08-19,0,3.380512285,0,4.365874991,3.762671745,3.579480183,2108,80,0,30,0,44,36,0,0,0.870967742,0,0.312391582,0,0.29250739,0.316188777,0.160206532
0,0,0,1,0,0,2018-08-19,0,4.269538273,0,5.244315298,4.516641048,4.585840202,2162,367,0,130,0,172,195,1,0,0.795698925,0,0.433357403,0,0.429337204,0.460269737,0.398742818
0,0,0,1,0,0,2018-08-19,0,5.209697915,0,6.347803376,5.516204288,5.794725152,2153,620,0,205,0,278,342,0,0,0.795698925,0,0.486144534,0,0.494820648,0.479456038,0.391913109
0,0,0,0,1,0,2018-08-19,0,4.58773912,0,5.275425057,4.807313797,4.301264051,2117,218,0,108,0,137,81,1,0,0.860465116,0,0.292437613,0,0.287389444,0.305311571,0.241593068
0,0,0,0,1,0,2018-08-19,0,2.986455895,0,3.393186627,3.050073,2.282107062,2171,36,0,23,0,26,10,0,0,0.795698925,0,0.45050557,0,0.613153814,0.483029362,0.330124277
0,0,0,0,1,0,2018-08-19,0,5.111124201,0,6.217022283,5.386670866,5.652704686,2189,520,0,178,0,233,287,0,0,0.848101266,0,0.451150333,0,0.385775157,0.438994939,0.198492956
0,0,0,0,1,0,2018-08-19,0,3.492829609,0,4.027125825,3.712108489,2.735330321,2207,62,0,36,0,45,17,1,0,0.8375,0,0.393397954,0,0.37757309,0.395490057,0.282423319
0,0,0,0,1,0,2018-08-19,0,4.239995075,0,5.031051641,4.527841563,4.124172619,2180,166,0,76,0,102,64,0,0,0.779069767,0,0.4695215,0,0.504190136,0.486754417,0.384905217
1,0,0,0,0,0,2018-08-19,0,5.087630448,0,6.179816644,5.352431771,5.622825025,2216,519,0,177,0,232,287,0,0,0.848101266,0,0.464446781,0,0.483760693,0.467346515,0.376576655
1,0,0,0,0,0,2018-08-19,0,4.825386159,0,5.668040314,5.174332923,4.750645058,2225,721,0,250,0,350,371,0,0,0.779220779,0,0.339642686,0,0.349048072,0.317338226,0.375510151
0,0,0,1,0,0,2018-08-19,0,3.372587741,0,4.287858548,3.585831849,3.609653138,2261,74,0,30,0,37,37,0,0,0.833333333,0,0.340947307,0,0.28249479,0.318528486,0.094200174
0,0,0,0,1,0,2018-08-19,0,5.131457924,0,6.283824104,5.437811221,5.771658059,2270,714,0,256,0,336,378,0,0,0.759493671,0,0.539743359,0,0.659334068,0.533810115,0.616612189
0,0,0,0,1,0,2018-08-19,0,2.174497007,0,3.012521953,2.282611149,2.436771305,2279,42,0,16,0,19,23,0,0,0.833333333,0,0.196955661,0,0.368617943,0.193516348,0.456578686
0,1,0,0,0,0,2018-08-19,0,4.070230389,0,4.803880338,4.30418504,3.87359497,2243,127,0,61,0,77,50,1,0,0.967741935,0,0.34929228,0,0.360430595,0.347475025,0.365450218
0,0,0,0,1,0,2018-08-19,0,5.073621307,0,6.036172367,5.447350514,5.250332883,2342,746,0,278,0,380,366,0,0,0.815384615,0,0.465156718,0,0.517549083,0.449242076,0.578396104
0,0,0,0,1,0,2018-08-19,0,4.959820068,0,6.058397292,5.273501182,5.508964056,2313,525,0,186,0,254,271,0,0,0.815384615,0,0.488697907,0,0.614810443,0.482625946,0.526190887
0,0,0,1,0,0,2018-08-19,0,4.889429996,0,5.74176228,5.182150311,4.894837478,2333,389,0,161,0,219,170,1,0,0.815384615,0,0.427258523,0,0.429814952,0.441839083,0.412389715
0,0,0,0,1,0,2018-08-19,0,5.328161856,0,6.459498018,5.612613033,5.960436311,2323,741,0,249,0,332,409,0,0,0.736111111,0,0.448892061,0,0.583172618,0.451545826,0.429731854
0,0,0,0,1,0,2018-08-19,0,4.324631799,0,5.148550122,4.520166541,4.391607537,2288,226,0,88,0,109,117,1,0,0.815384615,0,0.270525226,0,0.313993727,0.290561445,0.315917754
0,0,0,1,0,0,2018-08-19,0,2.487110966,0,3.524185434,2.970118694,2.707326558,2351,38,0,14,0,23,15,0,0,0.672413793,0,0.58040409,0,0.585872705,0.569604359,0.072288356
0,0,0,0,1,0,2018-08-19,0,4.56134328,0,5.473041498,4.830559451,4.7691283,2360,378,0,158,0,201,177,1,0,0.764705882,0,0.281283293,0,0.367330122,0.303067233,0.408447387
0,1,0,0,0,0,2018-08-19,0,3.275897053,0,3.787209768,3.445160243,2.548478056,2405,45,0,27,0,32,13,1,0,0.744186047,0,0.189498037,0,0.184410408,0.191249831,0.165527707
0,0,0,0,1,0,2018-08-19,0,3.520009569,0,4.049253354,3.770196945,2.640271349,2396,105,0,51,0,66,39,0,0,0.727272727,0,0.429123883,0,0.40301626,0.404906831,0.363128649
0,0,0,0,1,0,2018-08-19,0,4.348954007,0,4.837700716,4.607757651,3.589769749,2387,343,0,141,0,185,158,0,0,0.727272727,0,0.34065317,0,0.276222485,0.335795603,0.086003213
0,1,0,0,0,0,2018-08-19,0,3.700502366,0,4.435123924,3.868480738,3.607256556,2414,104,0,47,0,57,47,1,0,0.675675676,0,0.444246054,0,0.418398362,0.440200504,0.369593353
0,1,0,0,0,0,2018-08-19,0,3.053474233,0,3.633596654,3.257160394,2.514659392,2423,40,0,22,0,27,13,1,0,0.735294118,0,0.235383934,0,0.260387008,0.240018426,0.195110863
